CRS SUBJ CD,CRS NBR,CRS TITLE,DEPT CD,DEPT NAME,A,B,C,D,F,ADV,CR,DFR,I,NG,NR,O,PR,S,U,W,Primary Instructor,Grade Regs,SUBJECT NAME
ACTG,500,Intro Financial Actg,2656,Accounting,39,10,1,1,0,0,0,0,0,0,0,0,0,0,0,2,"Magina, Nicholas",53,ACTG
ACTG,502,Financial Accounting I,2656,Accounting,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mc Donagh, Eamonn Michael",10,ACTG
ACTG,516,Financial Statement Analysis,2656,Accounting,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Ramakrishnan, Ram T S",27,ACTG
ACTG,537,Fraud Examination,2656,Accounting,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kupchek, Michael J",15,ACTG
ACTG,594,Anti-Money Laundering,2656,Accounting,13,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Atatsi, Joseph",17,ACTG
AH,100,Intro to Art &Art History,2910,Art History,5,11,9,4,9,0,0,0,0,0,0,0,0,0,0,2,Grad Asst,40,AH
AH,100,Intro to Art &Art History,2910,Art History,32,24,21,11,17,0,0,0,3,0,0,0,0,0,0,11,"Archias, S Elise",119,AH
AH,110,World Hist Art & Built Env I,2910,Art History,111,104,39,8,25,0,0,0,21,0,0,0,0,0,0,19,"Harmansah, Omur",327,AH
AH,160,Trends in Contemp Art,2910,Art History,12,16,4,4,3,0,0,0,0,0,0,0,0,0,0,1,Grad Asst,40,AH
AH,172,Vis Culture Ancient Americas,2910,Art History,7,10,5,6,4,0,0,0,0,0,0,0,0,0,0,3,"Finegold, Andrew",35,AH
AH,180,Intro to Museum & Exhibition,2910,Art History,20,4,2,1,7,0,0,0,0,0,0,0,0,0,0,1,"Ortega, Emmanuel",35,AH
AH,201,Reading&Writing Art Criticism,2910,Art History,13,5,5,2,6,0,0,0,0,0,0,0,0,0,0,2,Grad Asst,33,AH
AH,204,Greek Art & Archaeology,2349,Classics & Mediterran Studies,1,4,1,3,0,0,0,0,0,0,0,0,0,0,0,2,"Ros, Karen E",11,AH
AH,206,Museum & Exhibition in Motion,2910,Art History,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,"Lee, Lisa Yun",15,AH
AH,232,Film History I: 1890-WWII,2492,English,12,5,4,2,0,0,0,0,0,0,0,0,0,0,0,1,"Rubin, Martin L.",24,AH
AH,250,Italian Renaissance Art,2910,Art History,3,3,5,3,6,0,0,0,0,0,0,0,0,0,0,3,"Pollak, Martha",23,AH
AH,260,European Art 1750 to 1900,2910,Art History,1,8,4,0,2,0,0,0,1,0,0,0,0,0,0,0,"Dubin, Nina",16,AH
AH,263,Latin Amer Colonial Art,2910,Art History,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,3,"Puleo, Risa Aja",33,AH
AH,275,South Asian Visual Cultures,2910,Art History,5,9,3,1,2,0,0,0,0,0,0,0,0,0,0,2,"Becker, Catherine",22,AH
AH,511,"Toward New Hist/Art,1960-Prsnt",2910,Art History,18,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Finegold, Andrew",22,AH
AH,561,Sem Contemporary Arch & Art,2910,Art History,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Archias, S Elise",10,AH
AHS,100,Applied Hlth Science Seminar I,2797,Applied Health Sciences Admin,0,0,0,0,0,0,0,0,0,0,0,0,0,63,17,1,"Najdzin, Rachel Leigh",81,AHS
AHS,101,Rehab Sci Student Success,2797,Applied Health Sciences Admin,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,2,"Wescott, Jennifer J",26,AHS
AHS,102,Intro Clinical Research,2797,Applied Health Sciences Admin,18,19,7,2,2,0,0,0,0,0,0,0,0,0,0,3,"Wescott, Jennifer J",51,AHS
AHS,200,Intro Integrated Health,2797,Applied Health Sciences Admin,24,8,1,4,0,0,0,0,1,0,0,0,0,0,0,1,"Alve, Mohammad Yeasir Arafat",39,AHS
AHS,200,Intro Integrated Health,2797,Applied Health Sciences Admin,124,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Kieso, Tiana Al-Aswad",137,AHS
AHS,210,Intro to Rehab Science,2797,Applied Health Sciences Admin,11,9,1,0,1,0,0,0,3,0,0,0,0,0,0,2,"Hasnain, Rooshey",27,AHS
AHS,325,Rehab Case Management,2797,Applied Health Sciences Admin,24,8,2,0,0,0,0,0,1,0,0,0,0,0,0,1,"Schwartz, Orit",36,AHS
AHS,330,Phys and Mental Hlth in Rehab,2797,Applied Health Sciences Admin,12,11,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"Schwartz, Orit",25,AHS
AHS,365,Measurement in Rehab,2797,Applied Health Sciences Admin,4,10,5,2,0,0,0,0,0,0,0,0,0,0,0,0,"Wescott, Jennifer J",21,AHS
AHS,375,"Ethics, Law in Health",2797,Applied Health Sciences Admin,53,17,2,0,1,0,0,0,7,0,0,0,0,0,0,3,"Swirsky, Eric S",83,AHS
AHS,375,"Ethics, Law in Health",2797,Applied Health Sciences Admin,70,10,7,3,3,0,0,0,2,0,0,0,0,0,0,5,"Jackson, Ann W",100,AHS
AHS,393,Synthesis in Health/Rehab Sci,2797,Applied Health Sciences Admin,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,"Schwartz, Orit",11,AHS
AHS,393,Synthesis in Health/Rehab Sci,2797,Applied Health Sciences Admin,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,"Wescott, Jennifer J",13,AHS
AHS,402,Inter-professional Seminar,2797,Applied Health Sciences Admin,38,12,8,2,0,0,0,0,0,0,0,0,0,0,0,0,"Wescott, Jennifer J",60,AHS
ANAT,441,Gross Human Anatomy,2387,Anatomy and Cell Biology,24,17,7,1,1,0,0,0,0,0,1,0,0,0,0,0,"Savakova, Denitsa",51,ANAT
ANAT,595,Departmental Seminar,2387,Anatomy and Cell Biology,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,"Givogri, Maria Irene",11,ANAT
ANTH,100,Human Adventure,2841,Anthropology,56,94,29,13,19,0,0,0,0,0,0,0,0,0,0,14,"Landau, Kristin V",225,ANTH
ANTH,101,World Cultures,2841,Anthropology,85,67,40,1,14,0,0,0,0,0,0,0,0,0,0,14,"Monaghan, John",221,ANTH
ANTH,102,Intro to Archaeology,2841,Anthropology,164,105,40,17,19,0,0,0,1,0,0,0,0,0,0,19,"LaMotta, Vincent",365,ANTH
ANTH,105,Human Evolution,2841,Anthropology,154,81,24,1,8,0,0,0,0,0,0,0,0,0,0,6,"Sacks, Lita",274,ANTH
ANTH,208,"Science, Technology, & Culture",2841,Anthropology,16,4,3,0,0,0,0,0,0,0,0,0,0,0,0,1,Grad Asst,24,ANTH
ANTH,216,"Medicine, Culture, & Society",2841,Anthropology,97,22,4,3,11,0,0,0,3,0,0,0,0,0,0,4,"Giampaoli, Michelangelo",144,ANTH
ANTH,217,Anthropology of Middle East,2841,Anthropology,10,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"Rabie, Kareem Mohamed",18,ANTH
ANTH,223,Southwestern Archaeology,2841,Anthropology,16,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"LaMotta, Vincent",23,ANTH
ANTH,227,Anc Civ Mex and Cent Amer,2841,Anthropology,15,3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"Solinis Casparius, Rodrigo",20,ANTH
ANTH,237,Human Skeleton,2841,Anthropology,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sacks, Lita",16,ANTH
ANTH,239,Stress & Black American Health,2841,Anthropology,10,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Spencer, Taylor Marie",15,ANTH
ANTH,244,Arab-Asian Connections,2873,Prog in Global Asian Studies,6,3,2,1,0,0,0,0,1,0,1,0,0,0,0,1,"Naber, Nadine",15,ANTH
ANTH,255,Middle East Feminisms,2369,Gender and Women's Studies,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Naber, Nadine",10,ANTH
ANTH,276,Pacific Island Cultures,2841,Anthropology,9,9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"Junker, Laura Lee",20,ANTH
ANTH,309,Writing Culture,2841,Anthropology,11,5,2,2,2,0,0,0,1,0,0,0,0,0,0,0,"LaMothe, Mario Jacques",23,ANTH
ANTH,314,Anthropology of Food,2841,Anthropology,10,9,1,0,1,0,0,0,0,0,0,0,0,0,0,3,"Doane, Molly",24,ANTH
ARAB,101,Elementary Arabic I,2349,Classics & Mediterran Studies,40,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"Almahamid, Jumana Mohammed",46,ARAB
ARAB,101,Elementary Arabic I,2349,Classics & Mediterran Studies,30,8,1,2,0,0,0,0,2,0,0,0,0,0,0,3,"Babiker, Mariam",46,ARAB
ARAB,103,Intermediate Arabic I,2349,Classics & Mediterran Studies,16,6,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"Almahamid, Jumana Mohammed",24,ARAB
ARAB,103,Intermediate Arabic I,2349,Classics & Mediterran Studies,19,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"Aburqayeq, Ghassan",25,ARAB
ARAB,103,Intermediate Arabic I,2349,Classics & Mediterran Studies,18,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"Babiker, Mariam",24,ARAB
ARAB,201,Adv Arabic through Literature,2349,Classics & Mediterran Studies,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Aburqayeq, Ghassan",11,ARAB
ARAB,230,Arabic Literature in Tran,2349,Classics & Mediterran Studies,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"Aburqayeq, Ghassan",19,ARAB
ARCH,105,Architectural Studio 1,2911,School of Architecture,19,45,31,3,9,0,0,0,2,0,1,0,0,0,0,5,"Bair, Kelly",115,ARCH
ARCH,151,Architecture at Chicago,2911,School of Architecture,60,27,8,3,7,0,0,0,0,0,0,0,0,0,0,6,"Torres, Antonio",111,ARCH
ARCH,200,Architecture and Society,2911,School of Architecture,18,40,9,6,3,0,0,0,1,0,0,0,0,0,0,2,"De Jong, Judith",79,ARCH
ARCH,205,Architectural Studio 3,2911,School of Architecture,15,38,31,4,1,0,0,0,0,0,0,0,0,0,0,0,"Materia, Barbara",89,ARCH
ARCH,251,Arch Analysis,2911,School of Architecture,20,41,38,6,7,0,0,0,1,0,0,0,0,0,0,2,"Bair, Kelly",115,ARCH
ARCH,359,Architectural Technology 1,2911,School of Architecture,31,19,3,1,0,0,0,0,0,0,0,0,0,0,0,1,"Chang, Abigail Ann",55,ARCH
ARCH,365,Architectural Studio 5,2911,School of Architecture,22,21,12,1,0,0,0,0,1,0,0,0,0,0,0,1,"Marullo, Francesco",58,ARCH
ARCH,371,Architectural Theory 1,2911,School of Architecture,12,40,19,3,1,0,0,0,0,0,0,0,0,0,0,1,"Eisenschmidt, Alexander",76,ARCH
ARCH,414,Contemporary Practices,2911,School of Architecture,2,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Dunn, Sarah E",15,ARCH
ARCH,414,Contemporary Practices,2911,School of Architecture,6,6,1,0,0,0,0,0,2,0,0,0,0,0,0,0,"Lyster, Clare",15,ARCH
ARCH,414,Contemporary Practices,2911,School of Architecture,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"Ahmed, Zehra Syed",12,ARCH
ARCH,414,Contemporary Practices,2911,School of Architecture,13,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jaworska, Anna Maria",18,ARCH
ARCH,414,Contemporary Practices,2911,School of Architecture,15,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Chang, Abigail Ann",18,ARCH
ARCH,440,Digital Design and Fabrication,2911,School of Architecture,5,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kelley, Thomas",16,ARCH
ARCH,465,Advanced Topic Studio 1,2911,School of Architecture,6,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lally, Sean",18,ARCH
ARCH,465,Advanced Topic Studio 1,2911,School of Architecture,7,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lyster, Clare",16,ARCH
ARCH,465,Advanced Topic Studio 1,2911,School of Architecture,6,6,4,0,0,0,0,0,1,0,0,0,0,0,0,0,"Kelley, Thomas",17,ARCH
ARCH,465,Advanced Topic Studio 1,2911,School of Architecture,5,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,"Preissner, Paul",16,ARCH
ARCH,470,Structures I: Statics,2911,School of Architecture,29,24,11,5,1,0,0,0,0,0,0,0,0,0,0,0,"Magruder, Robert",70,ARCH
ARCH,520,Topics in Arch Theory,2911,School of Architecture,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Jacob, Samuel Thomas",11,ARCH
ARCH,522,Topics in Arch Technology,2911,School of Architecture,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Preissner, Paul",11,ARCH
ARCH,531,Arch Theory & History I,2911,School of Architecture,4,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Dean, Penelope",13,ARCH
ARCH,551,Architectural Design I,2911,School of Architecture,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Blankenbaker, Sarah Elizabeth",13,ARCH
ARCH,553,Architectural Design III,2911,School of Architecture,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Dean, Penelope",17,ARCH
ARCH,561,Architectural Technology I,2911,School of Architecture,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Frye, Christopher Allen",13,ARCH
ARCH,563,Architectural Technology III,2911,School of Architecture,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Lally, Sean",17,ARCH
ARCH,565,Topic Studio,2911,School of Architecture,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Jacob, Samuel Thomas",13,ARCH
ARCH,574,Architectural Structures II,2911,School of Architecture,11,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Mojekwu, Eugene Chukwunonso",17,ARCH
ARCH,585,Arch Theory & History III,2911,School of Architecture,6,13,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Eisenschmidt, Alexander",21,ARCH
ART,101,Signifying Practices,2583,Art,17,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Reeder, Jennifer K",19,ART
ART,101,Signifying Practices,2583,Art,17,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bernblum, Iris R",20,ART
ART,112,Introduction to Drawing,2583,Art,7,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,"Morgan-Cloud, Nyeema",20,ART
ART,112,Introduction to Drawing,2583,Art,14,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"Dunton, Sarabeth",20,ART
ART,112,Introduction to Drawing,2583,Art,18,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Bernblum, Iris R",20,ART
ART,112,Introduction to Drawing,2583,Art,18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hutchinson, Zachary Odell",20,ART
ART,130,Intro to Painting + Color,2583,Art,13,3,1,0,1,0,0,0,0,0,1,0,0,0,0,1,"Bogdanova, Sofiya",20,ART
ART,130,Intro to Painting + Color,2583,Art,18,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Guinto, Mark Abaygar",20,ART
ART,130,Intro to Painting + Color,2583,Art,40,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grad Asst,42,ART
ART,140,Introduction to Sculpture,2583,Art,16,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mancini, Matthew Henry",20,ART
ART,140,Introduction to Sculpture,2583,Art,19,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Young, Nathaniel James",20,ART
ART,140,Introduction to Sculpture,2583,Art,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,Grad Asst,20,ART
ART,140,Introduction to Sculpture,2583,Art,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Peterman, Dan",18,ART
ART,150,Intro to New Media Arts,2583,Art,11,2,1,1,2,0,0,0,0,0,0,0,0,0,0,3,"Olsen, Christopher Kai",20,ART
ART,150,Intro to New Media Arts,2583,Art,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Condo, Sara A",20,ART
ART,150,Intro to New Media Arts,2583,Art,14,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"Gressman, Erica Natalie",20,ART
ART,151,Intro to Creative Coding,2583,Art,14,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"Green, Morgan",21,ART
ART,151,Intro to Creative Coding,2583,Art,17,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Grad Asst,22,ART
ART,151,Intro to Creative Coding,2583,Art,10,4,1,1,2,0,0,0,0,0,0,0,0,0,0,5,"Livingston, Graham McIntosh",23,ART
ART,160,Intro:Digital Photo,2583,Art,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MacKenzie-Margulies, Caleb William",19,ART
ART,160,Intro:Digital Photo,2583,Art,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"Taves, Amanda Marie",19,ART
ART,160,Intro:Digital Photo,2583,Art,36,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,Grad Asst,39,ART
ART,160,Intro:Digital Photo(GEN ED),2583,Art,14,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,"Malagrino, Silvia A",20,ART
ART,160,Intro:Digital Photo(GEN ED),2583,Art,11,3,2,0,2,0,0,0,0,0,0,0,0,0,0,2,"Washington, Zuri Aqeela",20,ART
ART,170,Introduction to Filmmaking,2583,Art,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Morelli, Alexander",17,ART
ART,170,Introduction to Filmmaking,2583,Art,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"Mausert-Mooney, Andrew",20,ART
ART,170,Introduction to Filmmaking,2583,Art,29,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,Grad Asst,38,ART
ART,190,SOC PRAC: PRISONS AND POLICING,2583,Art,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"Reynolds, Laurie Jo",15,ART
ART,201,Practices of Art Education,2583,Art,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Estrada, William",10,ART
ART,230,Topics in Painting I,2583,Art,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Crowley, Margaret A",20,ART
ART,240,Topics in Sculpture I,2583,Art,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Majeed, Faheem",20,ART
ART,250,Topics NMA: Wearables,2583,Art,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,2,"Hamilton-Gamache, Wanbli Wichakpi",18,ART
ART,260,Topics in Digital Photography,2583,Art,14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Malagrino, Silvia A",18,ART
ART,260,Topics in Digital Photography,2583,Art,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,"Miller, Nathan A",20,ART
ART,261,Topics in Analog Photography,2583,Art,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,"Mueller, Eileen",15,ART
ART,270,Topic/Film: IMAGING THE UNSEEN,2583,Art,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,3,"Mueller, Eileen",20,ART
ART,275,Topics in Screenwriting,2583,Art,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Reeder, Jennifer K",21,ART
ART,310,Visual & Verbal Literacy,2583,Art,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sandlos, Karyn",11,ART
ART,312,Topics in Drawing: Do It Again,2583,Art,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Frid, Dianna",19,ART
ART,350,3D SPACE 1: MODELING,2583,Art,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Grad Asst,13,ART
ART,362,ANTHOTYPES,2583,Art,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Geissler, Beate",17,ART
ART,382,Topics in Art: Prof. Practice,2583,Art,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Frid, Dianna",10,ART
ART,400,Advanced Critique,2583,Art,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Peterman, Dan",12,ART
ART,401,Senior Projects: Critique,2583,Art,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Majeed, Faheem",22,ART
ART,410,Art Education Practicum,2583,Art,7,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Estrada, William",11,ART
ART,520,Archives and Counter-archives,2583,Art,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Sohrabi, Sanaz",15,ART
ART,520,Education and the MFA Degree,2583,Art,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,"Neff, John",10,ART
ART,530,Advanced Graduate Critique,2583,Art,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Young, Nathaniel James",20,ART
ASP,81,Workshop for MATH 181 Students,2923,Academic Center for Excellence,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,"Mankus, Terrance A",11,ASP
ASP,84,LARES Research Poster,2923,Academic Center for Excellence,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,Grad Asst,12,ASP
ASP,85,Boosting Academic Success,2923,Academic Center for Excellence,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,1,"Baniasad, Bahar",15,ASP
ASP,96,Independent Study,2923,Academic Center for Excellence,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,"Ramirez, Elizabeth",16,ASP
BA,100,Intro to Prof Dev,2785,Business Administration Admini,0,0,0,0,0,0,0,0,1,0,0,0,0,14,2,0,"Whittington, James",17,BA
BA,100,Intro to Prof Dev,2785,Business Administration Admini,0,0,0,0,0,0,0,0,0,0,0,0,0,53,1,0,"Brunlieb, Michael",54,BA
BA,100,Intro to Prof Dev,2785,Business Administration Admini,0,0,0,0,0,0,0,0,0,0,0,0,0,62,8,0,"Warner, Kimberly",70,BA
BA,100,Intro to Prof Dev,2785,Business Administration Admini,0,0,0,0,0,0,0,0,0,0,0,0,0,48,6,0,"Anderson, Stephanie Leigh",54,BA
BA,100,Intro to Prof Dev,2785,Business Administration Admini,0,0,0,0,0,0,0,0,0,0,0,0,0,81,10,0,"Soriano, Diana Ethel",91,BA
BA,100,Intro to Prof Dev,2785,Business Administration Admini,0,0,0,0,0,0,0,0,0,0,0,0,0,44,8,1,"Souri, Ranjit J",53,BA
BA,101,Business First-Year Seminar,2785,Business Administration Admini,0,0,0,0,0,0,0,0,0,0,0,0,0,107,37,3,"Garde, Rachel A",147,BA
BA,101,Business First-Year Seminar,2785,Business Administration Admini,0,0,0,0,0,0,0,0,0,0,0,0,0,101,31,0,"Alford, James Gearld",132,BA
BA,101,Business First-Year Seminar,2785,Business Administration Admini,0,0,0,0,0,0,0,0,0,0,0,0,0,60,13,0,"Nemec, Timothy Ryan",73,BA
BA,101,Business1st-Year Seminar,2785,Business Administration Admini,0,0,0,0,0,0,0,0,0,0,0,0,0,55,18,0,"Nemec, Timothy Ryan",73,BA
BA,101,Business Scholars 1st-Year Sem,2785,Business Administration Admini,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,"Sanchez, Mayra",45,BA
BA,101,Business First-Year Seminar,2785,Business Administration Admini,0,0,0,0,0,0,0,0,0,0,0,0,0,126,16,1,"Jimenez, Andrea",143,BA
BA,190,UIC Business Seminar Program,2785,Business Administration Admini,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,"Sanchez, Mayra",170,BA
BA,200,Managerial Communication,2785,Business Administration Admini,95,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"Banks, Jacinta",128,BA
BA,200,Managerial Communication,2785,Business Administration Admini,19,24,8,6,6,0,0,0,1,0,0,0,0,0,0,0,"Corte, Anthony M",64,BA
