CRS SUBJ CD,CRS NBR,CRS TITLE,DEPT CD,DEPT NAME,A,B,C,D,F,ADV,CR,DFR,I,NG,NR,O,PR,S,U,W,Primary Instructor,Grade Regs,SUBJECT NAME
ACTG,534,Auditing-Graduate,2656,Accounting,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mc Donagh, Eamonn Michael",11,ACTG
ACTG,537,Fraud Examination,2656,Accounting,7,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Popowits, Michael T",16,ACTG
ACTG,585,Corporate Valuation &Actg Info,2656,Accounting,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"Kirschenheiter, Michael",24,ACTG
AH,100,Intro to Art &Art History,2910,Art History,46,41,18,8,10,0,0,0,0,0,0,0,0,0,0,11,Grad Asst,134,AH
AH,101,The Naked and the Nude,2910,Art History,10,19,12,5,3,0,0,0,0,0,0,0,0,0,0,7,"Finegold, Andrew",56,AH
AH,111,World Hist Art & Built Env II,2910,Art History,110,83,29,14,20,0,0,0,3,0,0,0,0,0,0,14,"Higgins, Hannah B",273,AH
AH,180,Intro to Museum & Exhibition,2910,Art History,30,6,1,0,1,0,0,0,0,0,0,0,0,0,0,3,Grad Asst,41,AH
AH,201,Reading&Writing Art Criticism,2910,Art History,16,12,3,2,3,0,0,0,2,0,0,0,0,0,0,1,Grad Asst,39,AH
AH,205,Roman Art and Archaeology,2349,Classics & Mediterran Studies,8,3,4,2,1,0,0,0,0,0,0,0,0,0,0,2,"Tobin, Jennifer L",20,AH
AH,208,"Topics Modern Arch, Art&Design",2910,Art History,13,10,1,1,1,0,0,0,1,0,0,0,0,0,0,5,"Archias, S Elise",32,AH
AH,218,Pompeii,2349,Classics & Mediterran Studies,1,2,5,1,0,0,0,0,1,0,0,0,0,0,0,0,"Ros, Karen E",10,AH
AH,230,History of Photography I,2910,Art History,10,4,3,0,2,0,0,0,0,0,0,0,0,0,0,0,Grad Asst,19,AH
AH,236,History of Design II,2910,Art History,2,10,5,0,1,0,0,0,0,0,0,0,0,0,0,0,"Mekinda, Jonathan",18,AH
AH,244,Islamic Art and Architecture,2910,Art History,6,9,8,1,0,0,0,0,1,0,0,0,0,0,0,3,"Johnson, Peri",28,AH
AH,252,Art of Baroque and Rococo,2910,Art History,4,5,6,3,1,0,0,0,0,0,0,0,0,0,0,3,"Pollak, Martha",22,AH
AH,273,Visual Culture Ancient Andes,2910,Art History,5,3,8,0,1,0,0,0,0,0,0,0,0,0,0,0,"Finegold, Andrew",17,AH
AH,275,South Asian Visual Cultures,2910,Art History,6,8,3,0,1,0,0,0,0,0,0,0,0,0,0,1,"Becker, Catherine",19,AH
AH,304,The Hellenistic World,2349,Classics & Mediterran Studies,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Tobin, Jennifer L",10,AH
AH,424,Architecture in Chicago,2910,Art History,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Mekinda, Jonathan",11,AH
AH,530,Sem in Hist of Photography,2910,Art History,11,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,"Stimson, Blake",14,AH
AH,542,Exhibition Practices,2910,Art History,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Barcliff Baptista, Lori Danielle",20,AH
AH,544,Public Engagement in Museums,2910,Art History,5,10,3,1,0,0,0,0,1,0,0,0,0,0,0,0,"Rashied, Kamilah",20,AH
AH,546,Seminar Museum Exhibit Studies,2910,Art History,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Stewart, Lorelei",10,AH
AH,597,Project Research,2910,Art History,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,0,"Quinn, Therese Maura",12,AH
AH,599,Dissertation Research,2910,Art History,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,"Becker, Catherine",19,AH
AHS,102,Experiential Learning II,2797,Applied Health Sciences Admin,0,0,0,0,0,0,0,0,0,0,0,0,0,36,2,0,"Doran, Eileen Marie",38,AHS
AHS,102,Experiential Learning II,2797,Applied Health Sciences Admin,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,"John, Demetra",47,AHS
AHS,200,Intro Integrated Health,2797,Applied Health Sciences Admin,73,9,1,0,0,0,0,0,0,0,0,0,0,0,0,2,"Kieso, Tiana Al-Aswad",85,AHS
AHS,210,Intro to Rehab Science,2797,Applied Health Sciences Admin,30,17,1,0,0,0,0,0,1,0,0,0,0,0,0,1,"Hasnain, Rooshey",50,AHS
AHS,294,Special Topics Health Sci,2797,Applied Health Sciences Admin,15,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kabbabe-Thompson, Viviana",18,AHS
AHS,325,Rehab Case Management,2797,Applied Health Sciences Admin,33,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"Schwartz, Orit",45,AHS
AHS,330,Phys and Mental Hlth in Rehab,2797,Applied Health Sciences Admin,25,17,3,0,1,0,0,0,0,0,0,0,0,0,0,1,"Schwartz, Orit",47,AHS
AHS,365,Measurement in Rehab,2797,Applied Health Sciences Admin,8,10,4,1,0,0,0,0,0,0,0,0,0,0,0,0,"Bulanda, Michelle M",23,AHS
AHS,375,"Ethics, Law in Health",2797,Applied Health Sciences Admin,46,19,4,1,1,0,0,0,2,0,0,0,0,0,0,0,"Swirsky, Eric S",73,AHS
AHS,393,Health Science Experience,2797,Applied Health Sciences Admin,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,"Bulanda, Michelle M",15,AHS
AHS,402,Inter-professional Seminar,2797,Applied Health Sciences Admin,29,13,3,1,1,0,0,0,0,0,0,0,0,0,0,0,"Bulanda, Michelle M",47,AHS
ANAT,403,Human Neuroanatomy,2387,Anatomy and Cell Biology,24,10,2,0,1,0,0,0,0,0,0,0,0,0,0,1,"Cotanche, Douglas A",38,ANAT
ANAT,443,Clinical Anatomy,2387,Anatomy and Cell Biology,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Klopp, Emily",28,ANAT
ANAT,544,Adv Craniofacial Anatomy,2758,Dentistry Administration,19,5,3,0,0,0,0,0,1,0,1,0,0,0,0,0,"Reed, David Andrew",29,ANAT
ANTH,100,Human Adventure,2841,Anthropology,28,57,49,18,20,0,0,0,0,0,0,0,0,0,0,18,"Roosevelt, Anna C",190,ANTH
ANTH,101,World Cultures,2841,Anthropology,41,126,78,30,21,0,0,0,0,0,0,0,0,0,0,36,"Mouftah, Nermeen",332,ANTH
ANTH,102,Intro to Archaeology,2841,Anthropology,50,93,100,34,13,0,0,0,1,0,0,0,0,0,0,9,"Hendrickson, Mitchel J",300,ANTH
ANTH,105,Human Evolution,2841,Anthropology,125,87,36,16,14,0,0,0,3,0,0,0,0,0,0,16,Grad Asst,297,ANTH
ANTH,216,"Medicine, Culture, & Society",2841,Anthropology,9,8,3,0,1,0,0,0,0,0,0,0,0,0,0,1,Grad Asst,22,ANTH
ANTH,219,Anthropology of Globalization,2841,Anthropology,11,10,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Doane, Molly",23,ANTH
ANTH,220,Method & Theory Archaeol,2841,Anthropology,3,5,3,0,0,0,0,0,1,0,0,0,0,0,0,1,"Hendrickson, Mitchel J",13,ANTH
ANTH,226,North American Archaeology,2841,Anthropology,10,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,"LaMotta, Vincent",20,ANTH
ANTH,231,Fossil Humans,2841,Anthropology,3,6,1,0,2,0,0,0,0,0,0,0,0,0,0,1,"Nicholas, Christina Lynne",13,ANTH
ANTH,239,Evolution & Human Development,2841,Anthropology,8,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"Klein, Laura Danielle",15,ANTH
ANTH,272,North American Indians,2841,Anthropology,5,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hasenstab, Robert John",12,ANTH
ANTH,309,Writing Culture,2841,Anthropology,10,4,0,0,2,0,0,0,0,0,0,0,0,0,0,2,"Palka, Joel W",18,ANTH
ANTH,594,Anthropology of the State,2841,Anthropology,7,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Bedi, Tarini",10,ANTH
ARAB,102,Elementary Arabic II,2349,Classics & Mediterran Studies,52,13,3,0,0,0,0,0,0,0,2,0,0,0,0,1,"Babiker, Mariam",71,ARAB
ARAB,104,Intermediate Arabic II,2349,Classics & Mediterran Studies,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Babiker, Mariam",13,ARAB
ARAB,104,Intermediate Arabic II,2349,Classics & Mediterran Studies,61,5,3,0,0,0,0,0,0,0,0,0,0,0,0,1,"Kamal, Mustapha",70,ARAB
ARAB,270,The Reel Arab,2349,Classics & Mediterran Studies,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Kamal, Mustapha",34,ARAB
ARCH,106,Architectural Studio 2,2911,School of Architecture,18,36,21,0,0,0,0,0,1,0,15,0,0,0,0,1,"Capomaggi, Maria Julia",92,ARCH
ARCH,200,Architecture and Society,2911,School of Architecture,18,42,24,5,6,0,0,0,2,0,0,0,0,0,0,4,"Kelley, Jayne E",101,ARCH
ARCH,206,Architectural Studio 4,2911,School of Architecture,10,30,18,0,0,0,0,0,0,0,0,0,0,0,0,0,"Bair, Kelly",58,ARCH
ARCH,252,Modern Architecture,2911,School of Architecture,13,28,24,4,2,0,0,0,0,0,0,0,0,0,0,0,"Lucarelli, Fosco",71,ARCH
ARCH,360,Architectural Technology 2,2911,School of Architecture,10,33,4,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wheeler, Daniel H",47,ARCH
ARCH,366,Architectural Studio 6,2911,School of Architecture,14,23,12,1,0,0,0,0,0,0,0,0,0,0,0,0,"Di Castri, Julia Nicole",50,ARCH
ARCH,372,Architectural Theory 2,2911,School of Architecture,4,20,23,3,2,0,0,0,1,0,0,0,0,0,0,0,"Somol, Robert E",53,ARCH
ARCH,466,Advanced Topic Studio 2,2911,School of Architecture,11,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"De Jong, Judith",37,ARCH
ARCH,471,Structures II,2911,School of Architecture,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Magruder, Robert",34,ARCH
ARCH,522,Topics in Arch Technology,2911,School of Architecture,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Zago, Andrew",12,ARCH
ARCH,544,Professional Practices,2911,School of Architecture,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,"Hanahan, Michael",12,ARCH
ARCH,554,Architectural Design IV,2911,School of Architecture,4,12,2,0,0,0,0,0,1,0,0,0,0,0,0,0,"Bair, Kelly",19,ARCH
ARCH,555,Design Development,2911,School of Architecture,7,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"Frye, Christopher Allen",19,ARCH
ARCH,564,Architectural Technology IV,2911,School of Architecture,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Preissner, Paul",12,ARCH
ARCH,567,Research Studio,2911,School of Architecture,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Andersen, Paul",13,ARCH
ARCH,586,Arch Theory & History IV,2911,School of Architecture,2,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Marullo, Francesco",10,ARCH
ART,101,Signifying Practices,2583,Art,9,10,2,1,2,0,0,0,0,0,0,0,0,0,0,0,"Delos Reyes, Jennifer",24,ART
ART,112,Introduction to Drawing,2583,Art,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Nafziger, Meghan",20,ART
ART,112,Introduction to Drawing,2583,Art,10,5,0,1,1,0,0,0,0,0,0,0,0,0,0,3,"Nickodemus, Timothy Peter",20,ART
ART,112,Introduction to Drawing,2583,Art,14,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,"Frid, Dianna",20,ART
ART,112,Introduction to Drawing,2583,Art,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Young, Nathaniel James",20,ART
ART,130,Intro to Painting + Color,2583,Art,15,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,"Nafziger, Meghan",19,ART
ART,130,Intro to Painting + Color,2583,Art,27,9,0,0,1,0,0,0,0,0,0,0,0,0,0,3,Grad Asst,40,ART
ART,130,Intro to Painting + Color,2583,Art,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,"Kent, Caroline Renee",20,ART
ART,140,Introduction to Sculpture,2583,Art,30,7,1,0,1,0,0,0,0,0,0,0,0,0,0,2,Grad Asst,41,ART
ART,140,Introduction to Sculpture,2583,Art,17,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"Peterman, Dan",19,ART
ART,140,Introduction to Sculpture,2583,Art,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,"Raffel, Nicholas Brom",20,ART
ART,150,Intro to New Media Arts,2583,Art,21,6,2,0,2,0,0,0,0,0,0,0,0,0,0,1,"Chambers, Jonathan R",32,ART
ART,150,Intro to New Media Arts,2583,Art,24,7,1,0,2,0,0,0,0,0,0,0,0,0,0,2,"Foss, Caleb James",36,ART
ART,160,Intro to Digital Photo,2583,Art,14,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"Woods-Morrow, Derrick",19,ART
ART,160,Intro to Digital Photo,2583,Art,17,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"Bernblum, Iris R",20,ART
ART,160,Intro to Digital Photo,2583,Art,9,3,3,0,0,0,0,1,0,0,0,0,0,0,0,2,Grad Asst,18,ART
ART,160,Intro to Digital Photo,2583,Art,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Keihm, Colleen",20,ART
ART,160,Intro to Digital Photo,2583,Art,16,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"Geissler, Beate",20,ART
ART,160,Intro to Digital Photo,2583,Art,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,"Malagrino, Silvia A",20,ART
ART,170,Introduction to Filmmaking,2583,Art,24,6,1,2,5,0,0,0,0,0,0,0,0,0,0,1,Grad Asst,39,ART
ART,170,Introduction to Filmmaking,2583,Art,7,3,2,2,1,0,0,0,1,0,0,0,0,0,0,2,"Schaus, James Francis",18,ART
ART,170,Introduction to Filmmaking,2583,Art,11,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Grad Asst,18,ART
ART,190,Intro to Socially Engaged Art,2583,Art,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Malmed, Jesse",20,ART
ART,212,Topics in Drawing I,2583,Art,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Peterman, Dan",12,ART
ART,230,Topics in Painting I,2583,Art,5,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nickodemus, Timothy Peter",12,ART
ART,250,Topics in New Media Arts,2583,Art,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Fu, Yunxue",19,ART
ART,260,Topics in Digital Photography,2583,Art,13,2,2,1,1,0,0,0,0,0,0,0,0,0,0,1,"Pierotti, Jessica Lee",20,ART
ART,272,Topics in Video I,2583,Art,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Hopinka, Skye Thunder",12,ART
ART,312,Topics in Drawing II,2583,Art,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Peterman, Dan",10,ART
ART,376,Topics in Audio,2583,Art,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Stratman, Deborah Renee",21,ART
ART,382,Topics in Art,2583,Art,9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,"Reynolds, Laurie Jo",11,ART
ART,402,Senior Projects: Thesis,2583,Art,6,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,"Raaf, Sabrina Kay",12,ART
ART,456,Physical Computing,2583,Art,9,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"Raaf, Sabrina Kay",15,ART
ART,520,Seminar in Contemporary Theory,2583,Art,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Geissler, Beate",10,ART
ART,520,Seminar in Contemporary Theory,2583,Art,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sandlos, Karyn",11,ART
ART,530,Advanced Graduate Critique,2583,Art,17,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Frid, Dianna",20,ART
ASP,31,Engl for Academic Purposes I,2923,Academic Center for Excellence,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,1,"Mielcarek, Stephanie M",10,ASP
ASP,32,Engl for Academic Purposes II,2923,Academic Center for Excellence,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,0,"Carson, Jordan Marie",14,ASP
ASP,32,Engl for Academic Purposes II,2923,Academic Center for Excellence,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,1,"Lombardo, Heidi Ann",26,ASP
ASP,32,Engl for Academic Purposes II,2923,Academic Center for Excellence,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,1,"Duke, Trischa Beth",15,ASP
ASP,32,Engl for Academic Purposes II,2923,Academic Center for Excellence,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,1,Grad Asst,13,ASP
ASP,33,"Live, Learn, Grow: Foundation",2923,Academic Center for Excellence,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,1,",",11,ASP
ASP,34,"Live, Learn, Grow: Bridge",2923,Academic Center for Excellence,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,0,Grad Asst,19,ASP
ASP,34,"Live, Learn, Grow: Bridge",2923,Academic Center for Excellence,0,0,0,0,0,0,0,0,0,0,0,0,0,52,13,0,"Lombardo, Heidi Ann",65,ASP
ASP,35,"Live, Learn, Grow: Learn Track",2923,Academic Center for Excellence,0,0,0,0,0,0,0,0,0,0,0,0,0,20,12,0,"Mielcarek, Stephanie M",32,ASP
ASP,35,"Live, Learn, Grow: Learn Track",2923,Academic Center for Excellence,0,0,0,0,0,0,0,0,0,0,0,0,0,36,32,3,"Carson, Jordan Marie",71,ASP
ASP,36,English Lab-Humanities,2923,Academic Center for Excellence,0,0,0,0,0,0,0,0,0,0,0,0,0,22,23,2,"Duke, Trischa Beth",47,ASP
ASP,36,English Lab-Humanities,2923,Academic Center for Excellence,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,0,"Zenner, Audrey Marsha",20,ASP
ASP,37,English Lab-Social Sciences,2923,Academic Center for Excellence,0,0,0,0,0,0,0,0,0,0,0,0,0,17,7,1,Grad Asst,25,ASP
ASP,38,English Lab-Natural Sciences,2923,Academic Center for Excellence,0,0,0,0,0,0,0,0,0,0,78,0,0,37,4,4,Grad Asst,123,ASP
ASP,55,Comm Skls-Intl Grad Students,2923,Academic Center for Excellence,0,0,0,0,0,0,0,0,0,0,0,0,0,19,1,0,"Zenner, Audrey Marsha",20,ASP
ASP,80,Workshop for Calculus -LARES,2923,Academic Center for Excellence,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,2,"Mankus, Terrance A",16,ASP
ASP,92,Vocabulary Enrichment,2923,Academic Center for Excellence,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,"De Leon, Jose",13,ASP
ASP,95,Academic & Professional Wrtg,2923,Academic Center for Excellence,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,"Zenner, Audrey Marsha",12,ASP
BA,100,Intro to UIC & Prof Dev,2785,Business Administration Admini,0,0,0,0,0,0,0,0,0,0,0,0,0,27,5,0,"Warner, Kimberly",32,BA
BA,190,Seminar for Bus Scholars,2785,Business Administration Admini,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,"Prazza, Angela J",123,BA
BA,200,Managerial Communication,2785,Business Administration Admini,14,38,20,4,5,0,0,0,0,0,0,0,0,0,0,1,"Corte, Anthony M",82,BA
BA,200,Managerial Communication,2785,Business Administration Admini,19,4,3,0,1,0,0,0,0,0,0,0,0,0,0,0,"Souri, Ranjit J",27,BA
BA,200,Managerial Communication,2785,Business Administration Admini,59,41,2,1,1,0,0,0,0,0,0,0,0,0,0,3,"Wang, Jie",107,BA
BA,200,Managerial Communication,2785,Business Administration Admini,27,29,11,2,4,0,0,0,2,0,0,0,0,0,0,4,"Kohler, William Russell",79,BA
BA,200,Managerial Communication,2785,Business Administration Admini,24,18,2,0,1,0,0,0,0,0,0,0,0,0,0,1,"Meyer, Ann",46,BA
BA,220,Prof Dev II for Bus Scholars,2785,Business Administration Admini,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,"Souri, Ranjit J",18,BA
BA,220,Business Prof Dev II,2785,Business Administration Admini,0,0,0,0,0,0,0,0,0,0,0,0,0,69,4,1,"Warner, Kimberly",74,BA
BA,220,Business Prof Dev II,2785,Business Administration Admini,0,0,0,0,0,0,0,0,0,0,1,0,0,65,1,2,"Rodriguez, Paul",69,BA
BA,220,Business Prof Dev II,2785,Business Administration Admini,0,0,0,0,0,0,0,0,0,0,0,0,0,64,3,0,"Thomas, Richard Steven",67,BA
BA,220,Prof Dev II for Bus Scholars,2785,Business Administration Admini,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,"Rodriguez, Paul",17,BA
BA,220,Business Prof Dev II,2785,Business Administration Admini,0,0,0,0,0,0,0,0,0,0,0,0,0,35,2,0,"Souri, Ranjit J",37,BA
BA,289,Business Internship Program,2785,Business Administration Admini,0,0,0,0,0,0,0,0,0,0,0,0,0,71,1,0,"Anderson, John D",72,BA
BA,300,Adv Managerial Communictn,2785,Business Administration Admini,12,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kohler, William Russell",25,BA
