CRS SUBJ CD,CRS NBR,CRS TITLE,DEPT CD,DEPT NAME,A,B,C,D,F,ADV,CR,DFR,I,NG,NR,O,PR,S,U,W,Primary Instructor,Grade Regs,SUBJECT NAME
AHS,375,"Ethics, Law in Health",2797,Applied Health Sciences Admin,49,24,8,4,9,0,0,0,0,0,0,0,0,0,0,5,"Jackson, Ann W",99,AHS
AHS,375,"Ethics, Law in Health",2797,Applied Health Sciences Admin,60,29,4,4,2,0,0,0,1,0,0,0,0,0,0,0,"Swirsky, Eric S",100,AHS
AHS,393,Synthesis in Health/Rehab Sci,2797,Applied Health Sciences Admin,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,"Schwartz, Orit",18,AHS
AHS,393,Synthesis in Health/Rehab Sci,2797,Applied Health Sciences Admin,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,"Wescott, Jennifer J",24,AHS
AHS,402,Inter-professional Seminar,2797,Applied Health Sciences Admin,17,12,6,4,0,0,0,0,0,0,0,0,0,0,0,0,"Wescott, Jennifer J",39,AHS
ANAT,403,Human Neuroanatomy,2387,Anatomy and Cell Biology,14,14,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"Sharma, Kamal",30,ANAT
ANAT,443,Clinical Anatomy,2387,Anatomy and Cell Biology,26,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Savakova, Denitsa",28,ANAT
ANTH,100,Human Adventure,2841,Anthropology,58,53,27,13,11,0,0,0,0,0,0,0,0,0,0,11,"Bauer, Brian S",173,ANTH
ANTH,100,Human Adventure,2841,Anthropology,12,5,5,1,1,0,0,0,0,0,0,0,0,0,0,0,"Roosevelt, Anna C",24,ANTH
ANTH,101,World Cultures,2841,Anthropology,79,58,31,9,15,0,0,0,0,0,0,0,0,0,0,12,"Markovic, Alexander",204,ANTH
ANTH,102,Intro to Archaeology,2841,Anthropology,24,20,8,3,5,0,0,0,0,0,0,0,0,0,0,4,Grad Asst,64,ANTH
ANTH,102,Intro to Archaeology,2841,Anthropology,143,77,35,7,12,0,0,0,0,0,0,0,0,0,0,12,"LaMotta, Vincent",286,ANTH
ANTH,105,Human Evolution,2841,Anthropology,150,117,41,5,6,0,0,0,0,0,0,0,0,0,0,11,"Sacks, Lita",330,ANTH
ANTH,216,"Medicine, Culture, & Society",2841,Anthropology,89,22,4,3,6,0,0,0,0,0,0,0,0,0,0,8,"Giampaoli, Michelangelo",132,ANTH
ANTH,217,Intro to Museum Anthropology,2841,Anthropology,6,8,1,0,3,0,0,0,0,0,0,0,0,0,0,2,"Johnson, Peri",20,ANTH
ANTH,217,Voodoo,2841,Anthropology,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"LaMothe, Mario Jacques",25,ANTH
ANTH,229,Archaeology of Islam,2841,Anthropology,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"Johnson, Peri",12,ANTH
ANTH,229,Rise of African States,2841,Anthropology,5,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"Bandama, Foreman",12,ANTH
ANTH,238,Biology of Women,2841,Anthropology,6,8,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"Spencer, Taylor Marie",16,ANTH
ANTH,309,Writing Culture,2841,Anthropology,5,6,2,0,5,0,0,0,1,0,0,0,0,0,0,1,"Hendrickson, Mitchel J",20,ANTH
ANTH,320,"Arch of China, Korea, Japan",2841,Anthropology,15,4,0,0,1,0,0,0,0,0,0,0,0,0,0,2,"Junker, Laura Lee",22,ANTH
ANTH,394,Urban Ecology,2841,Anthropology,7,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"Campbell, Jacob David",14,ANTH
ANTH,437,Bioarchaeology,2841,Anthropology,10,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,"Sacks, Lita",15,ANTH
ARAB,102,Elementary Arabic II,2349,Classics & Mediterran Studies,34,12,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"Babiker, Mariam",48,ARAB
ARAB,102,Elementary Arabic II,2349,Classics & Mediterran Studies,16,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,"Hefter, Thomas Henry",22,ARAB
ARAB,104,Intermediate Arabic II,2349,Classics & Mediterran Studies,15,6,2,0,0,0,0,0,1,0,0,0,0,0,0,0,"Aburqayeq, Ghassan",24,ARAB
ARAB,104,Intermediate Arabic II,2349,Classics & Mediterran Studies,29,14,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Hefter, Thomas Henry",45,ARAB
ARAB,104,Intermediate Arabic II,2349,Classics & Mediterran Studies,17,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Babiker, Mariam",24,ARAB
ARAB,202,Media Arabic,2349,Classics & Mediterran Studies,11,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Aburqayeq, Ghassan",16,ARAB
ARAB,270,The Reel Arab,2349,Classics & Mediterran Studies,16,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"Aburqayeq, Ghassan",26,ARAB
ARCH,106,Architectural Studio 2,2911,School of Architecture,14,37,22,1,1,0,0,0,0,0,15,0,0,0,0,4,"Eisenschmidt, Alexander",94,ARCH
ARCH,200,Architecture and Society,2911,School of Architecture,12,19,11,5,8,0,0,0,1,0,0,0,0,0,0,1,"Kelley, Jayne E",57,ARCH
ARCH,206,Architectural Studio 4,2911,School of Architecture,28,46,12,0,0,0,0,0,0,0,0,0,0,0,0,0,"Preissner, Paul",86,ARCH
ARCH,210,Architecture as Archetype,2911,School of Architecture,4,20,3,3,5,0,0,0,1,0,0,0,0,0,0,4,"Ahmed, Zehra Syed",40,ARCH
ARCH,252,Modern Architecture,2911,School of Architecture,16,64,17,4,7,0,0,0,1,0,0,0,0,0,0,1,"Marullo, Francesco",110,ARCH
ARCH,360,Architectural Technology 2,2911,School of Architecture,34,19,2,1,0,0,0,0,0,0,0,0,0,0,0,0,"Geraki, Stefania Palmyra",56,ARCH
ARCH,366,Architectural Studio 6,2911,School of Architecture,16,31,9,0,0,0,0,0,2,0,0,0,0,0,0,1,"Hicks, Stewart Roger",59,ARCH
ARCH,372,Architectural Theory 2,2911,School of Architecture,10,33,21,11,1,0,0,0,0,0,0,0,0,0,0,0,"Dean, Penelope",76,ARCH
ARCH,466,Advanced Topic Studio 2,2911,School of Architecture,16,32,11,0,0,0,0,0,0,0,7,0,0,0,0,0,"Bair, Kelly",66,ARCH
ARCH,471,Structures II,2911,School of Architecture,39,20,4,5,1,0,0,0,0,0,0,0,0,0,0,0,"Magruder, Robert",69,ARCH
ARCH,499,Special Topics,2911,School of Architecture,9,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Kelley, Jayne E",18,ARCH
ARCH,532,Arch Theory & History II,2911,School of Architecture,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Marullo, Francesco",13,ARCH
ARCH,544,Professional Practices,2911,School of Architecture,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,"Hanahan, Michael",10,ARCH
ARCH,552,Archtectural Design II,2911,School of Architecture,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Dunn, Sarah E",13,ARCH
ARCH,554,Architectural Design IV,2911,School of Architecture,3,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Materia, Barbara",17,ARCH
ARCH,555,Design Development,2911,School of Architecture,4,10,0,1,0,0,0,0,2,0,0,0,0,0,0,0,"Gibson, Grant",17,ARCH
ARCH,562,Architectural Technology II,2911,School of Architecture,6,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,"Kelley, Thomas",13,ARCH
ARCH,564,Architectural Technology IV,2911,School of Architecture,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Wheeler, Daniel H",10,ARCH
ARCH,573,Architectural Structures I,2911,School of Architecture,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mojekwu, Eugene Chukwunonso",13,ARCH
ARCH,586,Arch Theory & History IV,2911,School of Architecture,4,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"Ahmed, Zehra Syed",10,ARCH
ART,101,Signifying Practices,2583,Art,27,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,"Reeder, Jennifer K",32,ART
ART,110,Intro to Art Education,2583,Art,8,8,0,3,2,0,0,0,0,0,0,0,0,0,0,3,"Estrada, William",24,ART
ART,112,Introduction to Drawing,2583,Art,14,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2,"Hutchinson, Zachary Odell",20,ART
ART,112,Introduction to Drawing,2583,Art,17,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Bernblum, Iris R",20,ART
ART,112,Introduction to Drawing,2583,Art,16,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,Grad Asst,20,ART
ART,112,Introduction to Drawing,2583,Art,14,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,"Dunton, Sarabeth",20,ART
ART,130,Intro to Painting + Color,2583,Art,15,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,"Bogdanova, Sofiya",20,ART
ART,130,Intro to Painting + Color,2583,Art,18,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Banos Arjona, Juan Antonio",20,ART
ART,130,Intro to Painting + Color,2583,Art,34,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,Grad Asst,38,ART
ART,140,Introduction to Sculpture,2583,Art,38,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Grad Asst,39,ART
ART,140,Introduction to Sculpture,2583,Art,19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Peterman, Dan",20,ART
ART,150,Intro to New Media Arts,2583,Art,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,Grad Asst,19,ART
ART,150,Intro to New Media Arts,2583,Art,12,6,0,1,0,0,0,0,0,0,1,0,0,0,0,0,"Johnson, Garrett Laroy",20,ART
ART,150,Intro to New Media Arts,2583,Art,17,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"Condo, Sara A",19,ART
ART,150,Intro to New Media Arts,2583,Art,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3,"Moreno, Sal",10,ART
ART,151,Intro to Creative Coding,2583,Art,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,2,"Johnson, Garrett Laroy",11,ART
ART,151,Intro to Creative Coding,2583,Art,16,5,0,0,0,0,0,0,0,0,1,0,0,0,0,1,"Moreno, Sal",23,ART
ART,160,Intro to Digital Photo(GEN ED),2583,Art,7,8,2,0,3,0,0,0,0,0,0,0,0,0,0,0,"Washington, Zuri Aqeela",20,ART
ART,160,Intro to Digital Photo,2583,Art,33,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,Grad Asst,38,ART
ART,160,Intro to Digital Photo(GEN ED),2583,Art,15,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"Malagrino, Silvia A",20,ART
ART,160,Intro to Digital Photo,2583,Art,10,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"Washington, Zuri Aqeela",14,ART
ART,160,Intro to Digital Photo,2583,Art,13,4,1,0,2,0,0,0,0,0,0,0,0,0,0,0,"Bernblum, Iris R",20,ART
ART,170,Introduction to Filmmaking,2583,Art,17,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Grad Asst,19,ART
ART,170,Introduction to Filmmaking,2583,Art,13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Mausert-Mooney, Andrew",18,ART
ART,170,Introduction to Filmmaking,2583,Art,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Grad Asst,20,ART
ART,170,Introduction to Filmmaking,2583,Art,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,"Hutchinson, Zachary Odell",12,ART
ART,190,Changing Forms: Social Eng Art,2583,Art,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"McCann, Austin",12,ART
ART,212,Mix it up: Conceptual Collage,2583,Art,19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"Frid, Dianna",22,ART
ART,250,Temporal Effects,2583,Art,12,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,"Tucker, Jessica Katherine",19,ART
ART,260,Topics in Digital Photography,2583,Art,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Miller, Nathan A",20,ART
ART,261,Topics in Analog Photography,2583,Art,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Mueller, Eileen",15,ART
ART,274,ANIMATION: BREAKIN? IT DOW,2583,Art,17,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,"Lopez, Michael",20,ART
ART,330,Topics in Painting II,2583,Art,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Zant, Robert Gregory",21,ART
ART,350,Digital Fabrication,2583,Art,6,3,0,1,0,0,0,0,0,0,1,0,0,0,0,2,"Raaf, Sabrina Kay",13,ART
ART,360,ADV Photo: I.I.I.,2583,Art,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Malagrino, Silvia A",16,ART
ART,372,WHO IN THIS WORLD....,2583,Art,19,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,"Reeder, Jennifer K",24,ART
ART,382,THINKING IS MAKING,2583,Art,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Metzger, Matthew John",16,ART
ART,382,How to be a prof. artists,2583,Art,17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Frid, Dianna",19,ART
ART,402,Senior Projects: Thesis,2583,Art,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Morgan-Cloud, Nyeema",22,ART
ART,484,Ed Practicum with Seminar I,2583,Art,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sandlos, Karyn",11,ART
ART,485,Ed Practicum with Seminar II,2583,Art,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sandlos, Karyn",11,ART
ART,520,Artists/Artists? Writing,2583,Art,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Smith, Stephanie Paige",13,ART
ART,530,Advanced Graduate Critique,2583,Art,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Peterman, Dan",20,ART
ART,597,Master's Project,2583,Art,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,"Young, Nathaniel James",10,ART
ASP,81,Workshop for MATH 181 Students,2923,Academic Center for Excellence,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,1,"Mankus, Terrance A",13,ASP
ASP,85,Boosting Academic Success,2923,Academic Center for Excellence,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,2,"Baniasad, Bahar",11,ASP
ASP,85,Boosting Academic Success,2923,Academic Center for Excellence,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,2,"Zenner, Audrey Marsha",13,ASP
ASP,96,Independent Study,2923,Academic Center for Excellence,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,"Mobley, Marcus",21,ASP
ASP,96,Independent Study,2923,Academic Center for Excellence,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,1,"Ramirez, Elizabeth",30,ASP
BA,100,Intro to Prof Dev,2785,Business Administration Admini,0,0,0,0,0,0,0,0,0,0,0,0,0,30,5,0,"Warner, Kimberly",35,BA
BA,100,Intro to Prof Dev,2785,Business Administration Admini,0,0,0,0,0,0,0,0,0,0,0,0,0,47,5,2,"Anderson, Stephanie Leigh",54,BA
BA,100,Intro to Prof Dev,2785,Business Administration Admini,0,0,0,0,0,0,0,0,0,0,0,0,0,49,5,0,"Soriano, Diana Ethel",54,BA
BA,100,Intro to Prof Dev,2785,Business Administration Admini,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,2,"Whittington, James",17,BA
BA,100,Intro to Prof Dev,2785,Business Administration Admini,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,"Griffin, Dionna",17,BA
BA,100,Intro to Prof Dev,2785,Business Administration Admini,0,0,0,0,0,0,0,0,0,0,0,0,0,32,3,1,"Brunlieb, Michael",36,BA
BA,101,Business First-Year Seminar,2785,Business Administration Admini,0,0,0,0,0,0,0,0,0,0,0,0,0,54,29,3,"Nemec, Timothy Ryan",86,BA
BA,190,Seminar for Bus Scholars,2785,Business Administration Admini,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,"Sanchez, Mayra",139,BA
BA,200,Managerial Communication,2785,Business Administration Admini,37,11,1,0,1,0,0,0,1,0,0,0,0,0,0,1,"Wang, Jie",52,BA
BA,200,Managerial Communication,2785,Business Administration Admini,20,5,3,0,2,0,0,0,0,0,0,0,0,0,0,0,"Wang, Jie",30,BA
BA,200,Managerial Communication,2785,Business Administration Admini,52,37,17,3,2,0,0,0,1,0,0,0,0,0,0,7,"Andrews, Dean",119,BA
BA,200,Managerial Communication,2785,Business Administration Admini,70,31,4,0,0,0,0,0,0,0,0,0,0,0,0,2,"Bailey, Lisa",107,BA
BA,200,Managerial Communication,2785,Business Administration Admini,71,32,2,0,1,0,0,0,0,0,0,0,0,0,0,3,"Banks, Jacinta",109,BA
BA,200,Managerial Communication,2785,Business Administration Admini,9,15,4,0,2,0,0,0,0,0,0,0,0,0,0,0,"Corte, Anthony M",30,BA
BA,220,Business Prof Dev II,2785,Business Administration Admini,0,0,0,0,0,0,0,0,0,0,0,0,0,51,3,0,"Soriano, Diana Ethel",54,BA
BA,220,Business Prof Dev II,2785,Business Administration Admini,0,0,0,0,0,0,0,0,0,0,0,0,0,69,2,0,"Souri, Ranjit J",71,BA
BA,220,Business Prof Dev II,2785,Business Administration Admini,0,0,0,0,0,0,0,0,0,0,0,0,0,72,2,0,"Wilson, Jeffrey Crossen",74,BA
BA,220,Bus Prof Dev II - Bus Scholars,2785,Business Administration Admini,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,"Brunlieb, Michael",34,BA
BA,220,Business Prof Dev II,2785,Business Administration Admini,0,0,0,0,0,0,0,0,0,0,0,0,0,33,3,0,"Brunlieb, Michael",36,BA
BA,220,Business Prof Dev II,2785,Business Administration Admini,0,0,0,0,0,0,0,0,0,0,0,0,0,52,2,0,"Rodriguez, Paul",54,BA
BA,220,Business Prof Dev II,2785,Business Administration Admini,0,0,0,0,0,0,0,0,0,0,0,0,0,54,1,0,"Lord, Morgan",55,BA
BA,289,Business Internship Prog I,2785,Business Administration Admini,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,"Warner, Tracy L",31,BA
